Text,Character,Affiliation,Episode,EpisodeName,Season
The Bloody Gate’s ten miles.,ARYA STARK,NORTH,10,The Children,4
I don’t care what you swore!,ARYA STARK,NORTH,10,The Children,4
I don’t need saving.,ARYA STARK,NORTH,10,The Children,4
You’re gonna die?,ARYA STARK,NORTH,10,The Children,4
I’ll last longer than you.,ARYA STARK,NORTH,10,The Children,4
I want to see the captain.,ARYA STARK,NORTH,10,The Children,4
" I want to go north, to the wall.",ARYA STARK,NORTH,10,The Children,4
I can pay.,ARYA STARK,NORTH,10,The Children,4
" I wouldn’t need a cabin. Please, I could work, scrubbing the floors, or…",ARYA STARK,NORTH,10,The Children,4
Where’s home?,ARYA STARK,NORTH,10,The Children,4
" Wait, I have something else.",ARYA STARK,NORTH,10,The Children,4
" It’s not silver, it’s iron.",ARYA STARK,NORTH,10,The Children,4
Valar morghulis.,ARYA STARK,NORTH,10,The Children,4
" You were the first person on my list, you know. For killing Syrio Forel, remember him? Probably not. I’ve gotten a few of the others. The Many Faced God stole a few more for me. I’m glad he left me you. Do you know who I am?",ARYA STARK,NORTH,10,Mother's Mercy,5
I can’t hear you.,ARYA STARK,NORTH,10,Mother's Mercy,5
You know who I am. I’m Arya Stark.,ARYA STARK,NORTH,10,Mother's Mercy,5
Do you know who you are?,ARYA STARK,NORTH,10,Mother's Mercy,5
You’re no one. You’re nothing.,ARYA STARK,NORTH,10,Mother's Mercy,5
" No! No! No, you don’t die! Don’t die! (sobs)",ARYA STARK,NORTH,10,Mother's Mercy,5
He was my friend.,ARYA STARK,NORTH,10,Mother's Mercy,5
But if you’re… (looks to the Jaqen who drank the potion and is seemingly dead) Who’s this?,ARYA STARK,NORTH,10,Mother's Mercy,5
I can’t see!,ARYA STARK,NORTH,10,Mother's Mercy,5
What’s happening?! What’s happening?!,ARYA STARK,NORTH,10,Mother's Mercy,5
My name is Arya Stark. I want you to know that. The last thing you’re ever going to see is a Stark smiling down at you as you die.,ARYA STARK,NORTH,10,The Winds of Winter,6
l'm not a boy!,ARYA STARK,NORTH,10,Fire and Blood,1
Arry.,ARYA STARK,NORTH,10,Fire and Blood,1
(pointing Needle at Hot Pie) You want it? l'll give it to you. l already killed one fat boy. l bet you never killed anyone. l bet you're a liar. But l'm not. l'm good at killing fat boys. l like killing fat boys.,ARYA STARK,NORTH,10,Fire and Blood,1
lt was a gift.,ARYA STARK,NORTH,10,Fire and Blood,1
Which are you?,ARYA STARK,NORTH,10,Fire and Blood,1
Don't! Don't kill him.,ARYA STARK,NORTH,9,The Rains of Castamere,3
" You're so dangerous, aren't you? Saying scary things to little girls. Killing little boys and old people.  A real hard man you are.",ARYA STARK,NORTH,9,The Rains of Castamere,3
You're wrong.  I know a killer. A real killer.,ARYA STARK,NORTH,9,The Rains of Castamere,3
You'd be like a kitten to him.  He'd kill you with his little finger.,ARYA STARK,NORTH,9,The Rains of Castamere,3
No.,ARYA STARK,NORTH,9,The Rains of Castamere,3
Don't kill him!  Please.  Please don't.,ARYA STARK,NORTH,9,The Rains of Castamere,3
No one’s going to believe you’re a hog farmer if you eat them all.,ARYA STARK,NORTH,9,The Rains of Castamere,3
I know they’re still there.,ARYA STARK,NORTH,9,The Rains of Castamere,3
I’m not afraid.,ARYA STARK,NORTH,9,The Rains of Castamere,3
I knew fear when I saw it in you.  You’re afraid of fire.,ARYA STARK,NORTH,9,The Rains of Castamere,3
" When Beric’s sword went up in flames, you looked like a scared little girl.",ARYA STARK,NORTH,9,The Rains of Castamere,3
" And I know why, too.  I heard what your brother did to you.  Pressed your face to the fire like you’re a nice juicy mutton chop.",ARYA STARK,NORTH,9,The Rains of Castamere,3
Might do.,ARYA STARK,NORTH,9,The Rains of Castamere,3
Someday I’m gonna put a sword through your eye and out the back of your skull.,ARYA STARK,NORTH,9,The Rains of Castamere,3
" Oysters, clams, and cockels! Oysters, clams, and cockels! Oysters, clams, and cockels! Oysters, clams, and cock--",ARYA STARK,NORTH,9,The Dance of Dragons,5
" Oysters, clams, and cockels! Oysters, clams, and cockels!",ARYA STARK,NORTH,9,The Dance of Dragons,5
Three coppers.,ARYA STARK,NORTH,9,The Dance of Dragons,5
The Thin Man wasn’t hungry today.,ARYA STARK,NORTH,9,The Dance of Dragons,5
Tomorrow.,ARYA STARK,NORTH,9,The Dance of Dragons,5
Could l have one? A lemon one or any of them.,ARYA STARK,NORTH,9,Baelor,1
How about a nice fat pigeon?,ARYA STARK,NORTH,9,Baelor,1
Do you have any stale ones from yesterday? Or any burnt ones?,ARYA STARK,NORTH,9,Baelor,1
"  Hey, where's everyone going? What's happening?",ARYA STARK,NORTH,9,Baelor,1
Who?,ARYA STARK,NORTH,9,Baelor,1
Let me go.,ARYA STARK,NORTH,9,Baelor,1
Where's Jaqen?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
Where's Jaqen?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
I need him now. Lord Tywin's marching tonight.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
He's helping me.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
Where?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
Where?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
Where?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
I'm sorry. I'll,ARYA STARK,NORTH,8,The Prince of Winterfell,2
(annoyed) Where were you?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
" Tywin Lannister was right here, and now he's gone.",ARYA STARK,NORTH,8,The Prince of Winterfell,2
How long after I give you the name does it take you to kill someone?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
He's taking his army to attack my brother. I need him dead right now.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
You promised you'd help me.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
And you'll kill them? Anybody?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
All right. Jaqen H'ghar.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
That's right.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
I'm not joking. A man can go kill himself.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
No.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
I'll un-name you.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
If you help me and my friends escape.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
" Fine, Jaqen H'ghar.",ARYA STARK,NORTH,8,The Prince of Winterfell,2
A girl will obey.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
" He didn't say. He just said, ""Walk through the gates.""",ARYA STARK,NORTH,8,The Prince of Winterfell,2
He didn't say anything about the guards.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
We have to trust him.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
Shut up. Stay here if you're afraid.,ARYA STARK,NORTH,8,The Prince of Winterfell,2
There's no one worse than you.,ARYA STARK,NORTH,8,Second Sons,3
You're lying.,ARYA STARK,NORTH,8,Second Sons,3
Is that the Blackwater?,ARYA STARK,NORTH,8,Second Sons,3
Back to King's Landing to Joffrey and the queen.,ARYA STARK,NORTH,8,Second Sons,3
But why?,ARYA STARK,NORTH,8,Second Sons,3
Why would they be at the Twins?,ARYA STARK,NORTH,8,Second Sons,3
Lots of things make me happy.,ARYA STARK,NORTH,8,The Mountain and the Viper,4
" Killing Polliver, killing Rorge.",ARYA STARK,NORTH,8,The Mountain and the Viper,4
At least I could have been there to watch. I wanted to see the look in his eyes when he knew it was over.,ARYA STARK,NORTH,8,The Mountain and the Viper,4
You protected him for most of his life. You think you could have saved him?,ARYA STARK,NORTH,8,The Mountain and the Viper,4
That's your stupid pride talking. It's why you'll never be a great killer. I'd have killed Joffrey with a chicken bone if I had to.,ARYA STARK,NORTH,8,The Mountain and the Viper,4
You should have let me burn it.,ARYA STARK,NORTH,8,The Mountain and the Viper,4
That fleabite's got you walking a lot slower than you used to.,ARYA STARK,NORTH,8,The Mountain and the Viper,4
You really think my aunt will pay for me?,ARYA STARK,NORTH,8,The Mountain and the Viper,4
I've never even met her.,ARYA STARK,NORTH,8,The Mountain and the Viper,4
I'm not a lady.,ARYA STARK,NORTH,8,The Mountain and the Viper,4
" My name is Lana. I’m an orphan. When I was 8 I begged enough money to buy my first bucket of oysters, and I sold that bucket and made enough money to buy 2 more.",ARYA STARK,NORTH,8,Hardhome,5
" Left onto Ragman Lane, where I do most of my trade.",ARYA STARK,NORTH,8,Hardhome,5
How will she serve him?,ARYA STARK,NORTH,8,Hardhome,5
What will she do there?,ARYA STARK,NORTH,8,Hardhome,5
See what?,ARYA STARK,NORTH,8,Hardhome,5
" Oysters, clams and cockles!",ARYA STARK,NORTH,8,Hardhome,5
Oysters clams and cockles! Oysters clams and cockles!,ARYA STARK,NORTH,8,Hardhome,5
Best in the city.,ARYA STARK,NORTH,8,Hardhome,5
So why would a captain make the wager in the first place?,ARYA STARK,NORTH,8,Hardhome,5
" If the captain dies, the thin man pays his family a lot of money.",ARYA STARK,NORTH,8,Hardhome,5
The Many Faced God. You said you didn’t know what I would see at the docks.,ARYA STARK,NORTH,8,Hardhome,5
And then what?,ARYA STARK,NORTH,8,Hardhome,5
You’re good at that. Where did you learn?,ARYA STARK,NORTH,8,No One,6
And good at putting holes in them.,ARYA STARK,NORTH,8,No One,6
What happened to the actress? The one who wanted you dead.,ARYA STARK,NORTH,8,No One,6
Mmm.,ARYA STARK,NORTH,8,No One,6
I can’t.,ARYA STARK,NORTH,8,No One,6
I don’t think I could remember all of the lines.,ARYA STARK,NORTH,8,No One,6
You wouldn’t be safe. Not while she’s looking for me.,ARYA STARK,NORTH,8,No One,6
She doesn’t have a name.,ARYA STARK,NORTH,8,No One,6
Essos is east and Westeros is west. But what’s west of Westeros?,ARYA STARK,NORTH,8,No One,6
Nobody does. That’s where all the maps stop.,ARYA STARK,NORTH,8,No One,6
I’d like to see that.,ARYA STARK,NORTH,8,No One,6
What’s that?,ARYA STARK,NORTH,8,No One,6
I don’t want any.,ARYA STARK,NORTH,8,No One,6
Lady Crane?,ARYA STARK,NORTH,8,No One,6
Lady Crane?,ARYA STARK,NORTH,8,No One,6
You told her to kill me.,ARYA STARK,NORTH,8,No One,6
A girl is Arya Stark of Winterfell and I’m going home.,ARYA STARK,NORTH,8,No One,6
" Iit took a while but I finally saved enough to buy myself an oyster cart. Now every morning I make my way down to the canals. I pass the fish mongers and the bakers. I usually see Lhara, my first customer of the day on my way home. Then I turn left onto Moonsinger Lane--",ARYA STARK,NORTH,8,Hardhome,5
"  You said right, but you went left.",ARYA STARK,NORTH,8,The Pointy End,1
Only 'cause you lied.,ARYA STARK,NORTH,8,The Pointy End,1
"  I was so. I watched, but you...",ARYA STARK,NORTH,8,The Pointy End,1
My father wouldn't send you.,ARYA STARK,NORTH,8,The Pointy End,1
And I don't have to go with you if I don't want.,ARYA STARK,NORTH,8,The Pointy End,1
Come with me. Run.,ARYA STARK,NORTH,8,The Pointy End,1
Not today.,ARYA STARK,NORTH,8,The Pointy End,1
Not today. Not today.,ARYA STARK,NORTH,8,The Pointy End,1
Needle.,ARYA STARK,NORTH,8,The Pointy End,1
What do you want?,ARYA STARK,NORTH,8,The Pointy End,1
Leave me be. My father's a lord. He'll reward you.,ARYA STARK,NORTH,8,The Pointy End,1
Stay away!,ARYA STARK,NORTH,8,The Pointy End,1
Shut up. What did you bring?,ARYA STARK,NORTH,8,The Prince of Winterfell,2
" Yes, my lord.",ARYA STARK,NORTH,7,A Man Without Honor,2
I'll bring something else.,ARYA STARK,NORTH,7,A Man Without Honor,2
No.,ARYA STARK,NORTH,7,A Man Without Honor,2
I'll eat in the kitchen later.,ARYA STARK,NORTH,7,A Man Without Honor,2
I eat a lot. I just don't grow.,ARYA STARK,NORTH,7,A Man Without Honor,2
Have you ever lost before?,ARYA STARK,NORTH,7,A Man Without Honor,2
(shakes her head),ARYA STARK,NORTH,7,A Man Without Honor,2
Dragons?,ARYA STARK,NORTH,7,A Man Without Honor,2
Aegon and his sisters.,ARYA STARK,NORTH,7,A Man Without Honor,2
" It wasn't just Aegon riding his dragon. It was Rhaenys and Visenya, too.",ARYA STARK,NORTH,7,A Man Without Honor,2
Rhaenys rode Meraxes. Visenya rode Vhagar.,ARYA STARK,NORTH,7,A Man Without Honor,2
Visenya Targaryen was a great warrior. She had a Valyrian steel sword she called Dark Sister.,ARYA STARK,NORTH,7,A Man Without Honor,2
(smiles),ARYA STARK,NORTH,7,A Man Without Honor,2
Most girls are idiots.,ARYA STARK,NORTH,7,A Man Without Honor,2
From my father.,ARYA STARK,NORTH,7,A Man Without Honor,2
" Have you met many stonemasons, my lord?",ARYA STARK,NORTH,7,A Man Without Honor,2
" My mother served Lady Dustin for many years, my lord. She taught me how to speak proper Properly.",ARYA STARK,NORTH,7,A Man Without Honor,2
Yes.,ARYA STARK,NORTH,7,A Man Without Honor,2
I don't talk to traitors.,ARYA STARK,NORTH,7,The Bear and the Maiden Fair,3
But you did. You took the gold and you gave him up.,ARYA STARK,NORTH,7,The Bear and the Maiden Fair,3
He's not my one true god.,ARYA STARK,NORTH,7,The Bear and the Maiden Fair,3
Death.,ARYA STARK,NORTH,7,The Bear and the Maiden Fair,3
But what about Riverrun? It's not south. It's west of here.,ARYA STARK,NORTH,7,The Bear and the Maiden Fair,3
You swore.,ARYA STARK,NORTH,7,The Bear and the Maiden Fair,3
Why? So you can steal their gold?,ARYA STARK,NORTH,7,The Bear and the Maiden Fair,3
" I don't care what you swear because you're a liar. You lied to Gendry, you lied to me. You'll lie to anyone. I hope the Lannisters kill you all.",ARYA STARK,NORTH,7,The Bear and the Maiden Fair,3
Could be soldiers.,ARYA STARK,NORTH,7,Mockingbird,4
You shouldn't be sitting out here like this.,ARYA STARK,NORTH,7,Mockingbird,4
So why go on?,ARYA STARK,NORTH,7,Mockingbird,4
Nothing could be worse than this.,ARYA STARK,NORTH,7,Mockingbird,4
Nothing isn't better or worse than anything. Nothing is just nothing.,ARYA STARK,NORTH,7,Mockingbird,4
My name is Arya. Arya Stark.,ARYA STARK,NORTH,7,Mockingbird,4
You were Yoren's prisoners when he was taking me to the Wall. He told me he'd fuck me bloody with a stick.,ARYA STARK,NORTH,7,Mockingbird,4
He can't be. I don't know his name.,ARYA STARK,NORTH,7,Mockingbird,4
Thank you.,ARYA STARK,NORTH,7,Mockingbird,4
" You're doing it wrong. You need to burn away that horrible bit there. Otherwise it's gonna get infected and fester. I know you don't like fire, but if you don't do it right--",ARYA STARK,NORTH,7,Mockingbird,4
It'll only take a second. It won't hurt that much.,ARYA STARK,NORTH,7,Mockingbird,4
Why?,ARYA STARK,NORTH,7,Mockingbird,4
Let me wash it out and help you sew it up at least.,ARYA STARK,NORTH,7,Mockingbird,4
You’re Westerosi.,ARYA STARK,NORTH,7,The Broken Man,6
I want to book passage home.,ARYA STARK,NORTH,7,The Broken Man,6
Why do you care?,ARYA STARK,NORTH,7,The Broken Man,6
I want a cabin. And we’ll leave at dawn.,ARYA STARK,NORTH,7,The Broken Man,6
See you at sunrise.,ARYA STARK,NORTH,7,The Broken Man,6
Are you sure you want to do this?,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
And what does honor demand?,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
" All right, then. Get on with it.",ARYA STARK,NORTH,7,The Dragon and the Wolf,7
My sister asked you a question.,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
You told our mother,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
Are you all right?,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
You did the right thing.,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
I'm just the executioner. You passed the sentence. You're the Lady.,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
I was never going to be as good a lady as you. So I had to be something else. I never could have survived what you survived.,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
I believe that's the nicest thing you've ever said to me.,ARYA STARK,NORTH,7,The Dragon and the Wolf,7
" ""In winter, we must protect ourselves. Look after one another.""",ARYA STARK,NORTH,7,The Dragon and the Wolf,7
